Province,City,Barangay,Street_Subdivision,Vicinity,Classification,Zonal_Value,DO_No,Effectivity_Date,Source
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED / LOW COST,RC*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,SOCIALIZED / LOW COST,PS*,65000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED / LOW COST,CR*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED / LOW COST,RC*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,SOCIALIZED / LOW COST,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED / LOW COST,CR*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED / LOW COST,RC*,90000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,SOCIALIZED / LOW COST,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,SOCIALIZED / LOW COST,CC*,85000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,SOCIALIZED / LOW COST,RC*,80000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,SOCIALIZED / LOW COST,PS*,50000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,*         NEW,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,City/Municipality        : CEBU CITY SOUTH,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,City/Municipality        : CEBU CITY SOUTH,SOCIALIZED / LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,STREETS,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E. SABELLANO ST.,BDRY BASAK-SAN NICHOLAS,CR,21000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E. SABELLANO ST.,BDRY BASAK-SAN NICHOLAS,RR,17000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E. SABELLANO ST.-INTERIOR,BDRY BASAK-SAN NICHOLAS,RR,12500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,GABUYA ST (TAGUNOL),BDRY BASAK NAN NICOLAS TO BDRY KINASANG-AN,RR**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,MAGSAYSAY STREET,BDRY BASAK NAN NICOLAS TO BDRY KINASANG-AN,RR,13100.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE. (CEBU SOUTH ROAD),GREYHOUND-HOLY CROSS,CR,35000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE. (CEBU SOUTH ROAD),HOLY CROSS-BDRY BASAK SAN NICOLAS,CR,35000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE. (CEBU SOUTH ROAD),HOLY CROSS-BDRY BASAK SAN NICOLAS,RR,27500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE. (CEBU SOUTH ROAD): INTERIOR,HOLY CROSS-BDRY BASAK SAN NICOLAS,RR,25000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,L. GABUYA ST (RIZAL AVE. EXT. /OLD PHIL. RAILWAY/TAGUNOL),"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",CR***,22500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,L. GABUYA ST (RIZAL AVE. EXT. /OLD PHIL. RAILWAY/TAGUNOL),"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",RR***,19000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,VILLA SAN PEDRO ROAD,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",RR,16500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",CR,18000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",RR,11500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS - INTERIOR,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",RR,8000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER STREETS - INTERIOR,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SUBDIVISIONS,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BAMBOO VILLAGE,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BAYANIHAN VILLAGE,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",RR,17000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,DESANA SUBD.,"BDRY BASAK SAN NICOLAS 
TO BDRY KINASANG-AN",RR,21500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,FAIRVIEW VILLAGE,,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,LOURDES VILLAGE,,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALL OTHER SUBDIVISIONS,,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly All Other Existing Subdivisions),,RR***,11500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,(Formerly New Subdivisions),SOCIALIZED/LOW COST,RR***,8920.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,NEW SUBDIVISIONS,SOCIALIZED/LOW COST,RR**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                         : CEBU,SOCIALIZED/LOW COST,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUMS,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,V I C I N I T Y,CC**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,V I C I N I T Y,RC**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUM - HIGH END,V I C I N I T Y,PS**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CONDOMINIUMS,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,V I C I N I T Y,CC*,105000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,V I C I N I T Y,RC*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,17 STOREYS & UP,V I C I N I T Y,PS*,65000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,V I C I N I T Y,CC*,100000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,V I C I N I T Y,RC*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,8 - 16 STOREYS,V I C I N I T Y,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,V I C I N I T Y,CC*,95000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,V I C I N I T Y,RC*,90000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,1 - 7 STOREYS,V I C I N I T Y,PS*,60000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,V I C I N I T Y,CC*,85000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,V I C I N I T Y,RC,80000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,V I C I N I T Y,PS*,50000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,SOCIALIZED / LOW-COST,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,*         NEW,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                           : CEBU,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,STREETS,V I C I N I T Y,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,AGUILA ST,LEMON ST.-MACOPA ST.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,AGUILA ST,LEMON ST.-MACOPA ST.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALIMOKON ST,ALIMOKON ST-AVOCADO ST,CR****,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALIMOKON ST,ALIMOKON ST-AVOCADO ST,RR****,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALUMNOS STREET,ALIMOKON ST-AVOCADO ST,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,ALUMNOS STREET,ALIMOKON ST-AVOCADO ST,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,AVOCADO ST,AVOCADO ST.-GANSIANG ST.-N BACALSO AVE.,CR****,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,AVOCADO ST,AVOCADO ST.-GANSIANG ST.-N BACALSO AVE.,RR****,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BACLAY ST,BACLAY ST-N. BACALSO AVE,CR****,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BACLAY ST,BACLAY ST-N. BACALSO AVE,RR****,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BALUD ST.,BACLAY ST-N. BACALSO AVE,CR*,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BALUD ST.,BACLAY ST-N. BACALSO AVE,RR*,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BAYABAS ST,ALIMOKON ST.-N BACALSO AVE.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BAYABAS ST,ALIMOKON ST.-N BACALSO AVE.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BONTORES ST,ALIMOKON ST.-N BACALSO AVE.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,BONTORES ST,ALIMOKON ST.-N BACALSO AVE.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,COL. CABREROS ST.,N. BACALSO AVE.-L. GABUYA ST.-SEASHORE,CR****,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,COL. CABREROS ST.,N. BACALSO AVE.-L. GABUYA ST.-SEASHORE,RR*,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,COL. CABREROS STREET (CROSSING),N. BACALSO AVE.,RR**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CAIMITO ST,GANSIANG ST.-N BACALSO AVE.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,CAIMITO ST,GANSIANG ST.-N BACALSO AVE.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE. (CEBU SOUTH ROAD),GANSIANG ST.-N BACALSO AVE.,CR***,40000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,N. BACALSO AVE. (CEBU SOUTH ROAD),GANSIANG ST.-N BACALSO AVE.,RR,35000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,COL. TABADA ST,N. BACALSO AVE.-COL. CABREROS ST.,CR,22500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,COL. TABADA ST,N. BACALSO AVE.-COL. CABREROS ST.,RR,19000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,COLVETA ROAD,N. BACALSO AVE.-COL. CABREROS ST.,RR,19000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,DAPDAP ST,N. BACALSO AVE.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,DAPDAP ST,N. BACALSO AVE.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,DIZON ST.,N. BACALSO AVE.,CR*,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,DIZON ST.,N. BACALSO AVE.,RR*,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,DUKMO STREET,N. BACALSO AVE.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,Province                           : CEBU,N. BACALSO AVE.,nan,,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E SABELLANO ST,LOURDES VILLE-B PARDO,CR,21500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E SABELLANO ST,LOURDES VILLE-B PARDO,RR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E SABELLANO ST,LOURDES VILLE-F. LLAMAS ST.,CR*,21500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E SABELLANO ST,LOURDES VILLE-F. LLAMAS ST.,RR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E SABELLANO ST,"PUNTA PRINCESA-BNDRY QUIOT, PARDO",CR*,21500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E SABELLANO ST,"PUNTA PRINCESA-BNDRY QUIOT, PARDO",RR*,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,E. SABELLANO STREET - INTERIOR,"PUNTA PRINCESA-BNDRY QUIOT, PARDO",RR,12500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,EUCALYPTUS ST,EUCALYPTUS ST.-N. BACALSO AVE.,CR****,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,EUCALYPTUS ST,EUCALYPTUS ST.-N. BACALSO AVE.,RR****,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,F. LLAMAS ST,N BACALSO AVE.-GANSIANG ST.,CR,42500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,F. LLAMAS ST,N BACALSO AVE.-GANSIANG ST.,RR,35000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,G.ELORDE ST (GANCIANG),F LLAMAS ST-AVOCADO ST.,CR***,24000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,G.ELORDE ST (GANCIANG),F LLAMAS ST-AVOCADO ST.,RR***,20000.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,G.ELORDE ST (GANCIANG),F LLAMAS ST-AVOCADO ST.,RR**,0.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,"G. ELORDE, GABRIEL FLASH ST.",F LLAMAS ST-AVOCADO ST.,RR,18500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,GRANADA ST,F LLAMAS ST-AVOCADO ST.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,GRANADA ST,F LLAMAS ST-AVOCADO ST.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,GSIS COMPOUND,F LLAMAS ST-AVOCADO ST.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,GSIS COMPOUND,F LLAMAS ST-AVOCADO ST.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,GUINABSAN,F LLAMAS ST-AVOCADO ST.,CR,17500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
UNKNOWN,UNKNOWN,UNKNOWN,GUINABSAN,F LLAMAS ST-AVOCADO ST.,RR,13500.0,086-2023,2024-01-05 00,"RDO No. 82 - Cebu City, South.xls [Sheet 6 (DO 86-2023)]"
