title,url,price,location,property_type,area,bedrooms,bathrooms,status,furnishing,posted_on,agent_name,specs
"Condo For Rent in Dela Rosa Access Road 3, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2-br-unit-for-rent-in-kroma-tower-ad-158-ln346395,"PHP 80,000/ month","Dela Rosa Access Road 3, Makati City, Metro Manila",,90 m²,2,2,Available from 28 Oct,,01 Dec 16:57,Housing I.,"['PHP 80,000/ month', '/ month', 'Dela Rosa Access Road 3, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '90 m²', 'Bathrooms:', '2', 'Available from:', '28 Oct']"
"Condo For Rent in 5th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-2br-for-rent-in-fifth-avenue-place-ad-157-ln179221,"PHP 60,000/ month","5th Avenue, Makati City, Metro Manila",,73 m²,2,2,Available from 12 Mar,,01 Dec 16:57,Housing I.,"['PHP 60,000/ month', '/ month', '5th Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '73 m²', 'Bathrooms:', '2', 'Available from:', '12 Mar']"
"Condo For Rent in Rizal Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/1br-with-balcony-fully-furnished-condo-unit-for-rent-at-forbeswood-heights-ad-156-ln813111,"PHP 40,000/ month","Rizal Drive, Taguig, Metro Manila",,48 m²,1,1,Available from 5 Apr,,01 Dec 16:57,Housing I.,"['PHP 40,000/ month', '/ month', 'Rizal Drive, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '48 m²', 'Bathrooms:', '1', 'Available from:', '5 Apr']"
"Condo For Rent in 1309, Newport Boulevard, Pasay City",https://lifenavi.com/ph/properties/pasay-city/for-rent/condo/studio-unit-for-rent-in-101-newport-near-naia-ad-155-ln727739,"PHP 20,000/ month","1309, Newport Boulevard, Pasay City, Metro Manila",,25 m²,Studio,1,Available from 10 Mar,,01 Dec 16:57,Housing I.,"['PHP 20,000/ month', '/ month', '1309, Newport Boulevard, Pasay City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '25 m²', 'Bathrooms:', '1', 'Available from:', '10 Mar']"
"Condo For Rent in Rizal Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-1br-for-rent-in-forbeswood-parklane-ad-154-ln541167,"PHP 40,000/ month","Rizal Drive, Taguig, Metro Manila",,36.5 m²,1,1,Available from 24 Mar,,01 Dec 16:57,Housing I.,"['PHP 40,000/ month', '/ month', 'Rizal Drive, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '36.5 m²', 'Bathrooms:', '1', 'Available from:', '24 Mar']"
"Condo For Rent in Rizal Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/3br-condo-unit-in-bgc-ad-153-ln170682,"PHP 85,000/ month","Rizal Drive, Taguig, Metro Manila",,91 m²,3,2,Available from 14 Dec,,01 Dec 16:57,Housing I.,"['PHP 85,000/ month', '/ month', 'Rizal Drive, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '91 m²', 'Bathrooms:', '2', 'Available from:', '14 Dec']"
"Condo For Sale in Rizal Drive, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/a-fully-furnished-1-br-unit-for-sale-in-forbeswood-parklane-ad-152-ln306736,"PHP 12,800,000","Rizal Drive, Taguig, Metro Manila",,46 m²,1,1,Available from 10 Jul,,01 Dec 16:57,Housing I.,"['PHP 12,800,000', 'Rizal Drive, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '46 m²', 'Bathrooms:', '1', 'Available from:', '10 Jul']"
"Condo For Rent in 1634, 5th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/unfurnished-1-br-unit-for-rent-fort-victoria-ad-151-ln888846,"PHP 30,000/ month","1634, 5th Avenue, Taguig, Metro Manila",,45 m²,1,1,Available from 15 Mar,,01 Dec 16:57,Housing I.,"['PHP 30,000/ month', '/ month', '1634, 5th Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '45 m²', 'Bathrooms:', '1', 'Available from:', '15 Mar']"
"Condo For Sale in 1634, 5th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fully-furnished-2-bedroom-unit-for-sale-in-fort-victoria-ad-150-ln234225,"PHP 11,000,000","1634, 5th Avenue, Taguig, Metro Manila",,44.7 m²,2,1,Available from 4 Apr,,01 Dec 16:57,Housing I.,"['PHP 11,000,000', '1634, 5th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '44.7 m²', 'Bathrooms:', '1', 'Available from:', '4 Apr']"
"Condo For Sale in 1634, 5th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fully-furnished-2-br-unit-for-sale-in-fort-victoria-ad-149-ln609959,"PHP 6,000,000","1634, 5th Avenue, Taguig, Metro Manila",,46 m²,2,1,Available from 8 Mar,,01 Dec 16:57,Housing I.,"['PHP 6,000,000', '1634, 5th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '46 m²', 'Bathrooms:', '1', 'Available from:', '8 Mar']"
"Condo For Sale in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-3br-in-grand-hyatt-residences-in-taguig-ad-148-ln813109,"PHP 67,000,000","Taguig, Metro Manila",,133 m²,3,2,Available from 1 Dec,,01 Dec 16:57,Housing I.,"['PHP 67,000,000', 'Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '133 m²', 'Bathrooms:', '2', 'Available from:', '1 Dec']"
"Condo For Sale in East Service Road, Muntinlupa",https://lifenavi.com/ph/properties/muntinlupa/for-sale/condo/unfurnished-2-br-unit-for-sale-in-east-bay-residences-ad-147-ln805441,"PHP 11,000,000","East Service Road, Muntinlupa, Metro Manila",,73 m²,2,3,Available from 20 Jun,,01 Dec 16:57,Housing I.,"['PHP 11,000,000', 'East Service Road, Muntinlupa, Metro Manila', 'Bedrooms:', '2', 'Area:', '73 m²', 'Bathrooms:', '3', 'Available from:', '20 Jun']"
"Condo For Sale in 191, Salcedo, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/a-semi-furnished-1-br-for-sale-in-the-rise-makati-ad-146-ln588621,"PHP 6,200,000","191, Salcedo, Legazpi Village, Makati City, Kalakhang Maynila, 1229",,28 m²,1,1,Available from 8 Mar,,01 Dec 16:57,Housing I.,"['PHP 6,200,000', '191, Salcedo, Legazpi Village, Makati City, Kalakhang Maynila, 1229', 'Bedrooms:', '1', 'Area:', '28 m²', 'Bathrooms:', '1', 'Available from:', '8 Mar']"
"Condo For Rent in 1st Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-2br-in-kensington-place-ad-145-ln639991,"PHP 70,000/ month","1st Avenue, Taguig, Metro Manila",,72 m²,2,2,Available from 17 Oct,,01 Dec 16:57,Housing I.,"['PHP 70,000/ month', '/ month', '1st Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '72 m²', 'Bathrooms:', '2', 'Available from:', '17 Oct']"
"Condo For Rent in Corner, 36th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnisdhed-2-bedroom-unit-for-rent-in-taguig-ad-144-ln356795,"PHP 70,000/ month","Corner, 36th Street, Makati City, Metro Manila, 1630",,60 m²,2,2,Available from 16 Oct,,01 Dec 16:57,Housing I.,"['PHP 70,000/ month', '/ month', 'Corner, 36th Street, Makati City, Metro Manila, 1630', 'Bedrooms:', '2', 'Area:', '60 m²', 'Bathrooms:', '2', 'Available from:', '16 Oct']"
"Condo For Rent in Corner, 36th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-fully-furnished-1-bedroom-unit-for-rent-in-madison-park-west-ad-143-ln468108,"PHP 40,000/ month","Corner, 36th Street, Makati City, Metro Manila, 1630",,42 m²,1,1,Available from 16 Mar,,01 Dec 16:57,Housing I.,"['PHP 40,000/ month', '/ month', 'Corner, 36th Street, Makati City, Metro Manila, 1630', 'Bedrooms:', '1', 'Area:', '42 m²', 'Bathrooms:', '1', 'Available from:', '16 Mar']"
"Condo For Rent in Taguig, Metro Manila",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-2-bedroom-unit-for-lease-in-grand-hyatt-residences-ad-142-ln960394,"PHP 300,000/ month","Taguig, Metro Manila",,206 m²,3,2,Available from 1 Jun,,01 Dec 16:57,Housing I.,"['PHP 300,000/ month', '/ month', 'Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '206 m²', 'Bathrooms:', '2', 'Available from:', '1 Jun']"
"Condo For Rent in Corner, 36th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/unfurnished-4br-condo-unit-with-balcony-for-rent-at-madison-park-west-ad-141-ln401534,"PHP 100,000/ month","Corner, 36th Street, Makati City, Metro Manila, 1630",,120 m²,4,3,Available from 15 Sep,,01 Dec 16:57,Housing I.,"['PHP 100,000/ month', '/ month', 'Corner, 36th Street, Makati City, Metro Manila, 1630', 'Bedrooms:', '4', 'Area:', '120 m²', 'Bathrooms:', '3', 'Available from:', '15 Sep']"
"Condo For Rent in Makati City, Metro Manila",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/fully-furnished-1br-unit-for-rent-in-one-maridien-ad-140-ln835256,"PHP 65,000/ month","Makati City, Metro Manila",,64 m²,1,1,Available from 25 Jul,,01 Dec 16:57,Housing I.,"['PHP 65,000/ month', '/ month', 'Makati City, Metro Manila', 'Bedrooms:', '1', 'Area:', '64 m²', 'Bathrooms:', '1', 'Available from:', '25 Jul']"
"Condo For Rent in 1, 8th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-fully-furnished-2-bedroom-unit-for-rent-in-uptown-ritz-residences-ad-139-ln110557,"PHP 105,000/ month","1, 8th Avenue, Makati City, Metro Manila",,93 m²,2,2,Available from 20 Oct,,01 Dec 16:57,Housing I.,"['PHP 105,000/ month', '/ month', '1, 8th Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '93 m²', 'Bathrooms:', '2', 'Available from:', '20 Oct']"
"Condo For Rent in 25th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/a-delightful-and-palatial-3br-condominium-for-rent-at-one-mckinley-place-ad-138-ln184517,"PHP 180,000/ month","25th Street, Taguig, Metro Manila",,189 m²,3,1,Available from 19 Sep,,01 Dec 16:57,Housing I.,"['PHP 180,000/ month', '/ month', '25th Street, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '189 m²', 'Bathrooms:', '1', 'Available from:', '19 Sep']"
"Condo For Sale in 2013, Chino Roces Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/semi-furnished-studio-unit-for-sale-in-the-beacon-ad-137-ln269874,"PHP 2,800,000","2013, Chino Roces Avenue, Legazpi Village, Makati City, Metro Manila",,21 m²,Studio,1,Available from 24 Mar,,01 Dec 16:57,Housing I.,"['PHP 2,800,000', '2013, Chino Roces Avenue, Legazpi Village, Makati City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '21 m²', 'Bathrooms:', '1', 'Available from:', '24 Mar']"
"Condo For Sale in Muntinlupa, Metro Manila",https://lifenavi.com/ph/properties/muntinlupa/for-sale/condo/a-nice-and-simple-studio-type-unit-for-sale-at-avida-altura-ad-136-ln321034,"PHP 4,500,000","Muntinlupa, Metro Manila",,22.4 m²,Studio,1,Available from 20 Nov,,01 Dec 16:57,Housing I.,"['PHP 4,500,000', 'Muntinlupa, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '22.4 m²', 'Bathrooms:', '1', 'Available from:', '20 Nov']"
"Condo For Rent in 1st Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-sale-1br-in-kensington-place-taguig-ad-135-ln596931,"PHP 75,000/ month","1st Avenue, Taguig, Metro Manila",,87.5 m²,1,2,Available from 8 May,,01 Dec 16:57,Housing I.,"['PHP 75,000/ month', '/ month', '1st Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '87.5 m²', 'Bathrooms:', '2', 'Available from:', '8 May']"
"Condo For Sale in EDSA S Svc Road, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/1br-dmci-the-crestmont-panay-avenue-for-sale-ad-134-ln876794,"PHP 7,603,158","EDSA S Svc Road, Diliman, Quezon City, Metro Manila",,42.5 m²,1,1,Available from 8 Jul,,01 Dec 16:57,Housing I.,"['PHP 7,603,158', 'EDSA S Svc Road, Diliman, Quezon City, Metro Manila', 'Bedrooms:', '1', 'Area:', '42.5 m²', 'Bathrooms:', '1', 'Available from:', '8 Jul']"
"Condo For Sale in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fine-2-bedroom-loft-condo-unit-for-rent-at-one-serendra-ad-133-ln312675,"PHP 40,000,000","1634, 11th Avenue, Taguig, Metro Manila",,135 m²,2,2,Available from 11 May,,01 Dec 16:56,Housing I.,"['PHP 40,000,000', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '135 m²', 'Bathrooms:', '2', 'Available from:', '11 May']"
"Condo For Sale in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/semi-furnished-3-bedroom-condo-for-sale-in-one-serendra-ad-132-ln486496,"PHP 70,000,000","1634, 11th Avenue, Taguig, Metro Manila",,216 m²,3,1,Available from 7 Sep,,01 Dec 16:56,Housing I.,"['PHP 70,000,000', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '216 m²', 'Bathrooms:', '1', 'Available from:', '7 Sep']"
"Condo For Rent in 108, Valero Access Road 4, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-homelike-condominium-in-three-central-ad-131-ln689257,"PHP 35,000/ month","108, Valero Access Road 4, Makati City, Metro Manila",,41 m²,Studio,1,Available from 9 Jan,,01 Dec 16:56,Housing I.,"['PHP 35,000/ month', '/ month', '108, Valero Access Road 4, Makati City, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '41 m²', 'Bathrooms:', '1', 'Available from:', '9 Jan']"
"Condo For Sale in 23rd Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/for-sale-3br-unit-at-beaufort-residences-ad-130-ln224430,"PHP 47,000,000","23rd Street, Taguig, Metro Manila",,149 m²,3,2,Available from 5 Jun,,01 Dec 16:56,Housing I.,"['PHP 47,000,000', '23rd Street, Taguig, Metro Manila', 'Bedrooms:', '3', 'Area:', '149 m²', 'Bathrooms:', '2', 'Available from:', '5 Jun']"
"Condo For Rent in 1634, 11th Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/for-rent-1br-in-one-serendra-ad-129-ln554628,"PHP 90,000/ month","1634, 11th Avenue, Taguig, Metro Manila",,86 m²,1,1,Available from 3 May,,01 Dec 16:56,Housing I.,"['PHP 90,000/ month', '/ month', '1634, 11th Avenue, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '86 m²', 'Bathrooms:', '1', 'Available from:', '3 May']"
"Condo For Rent in 2016, 9th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/a-fully-furnished-2-bedroom-unit-for-rent-in-one-uptown-residences-ad-128-ln449731,"PHP 50,000/ month","2016, 9th Avenue, Makati City, Metro Manila, 1634",,68 m²,2,1,Available from 27 Apr,,01 Dec 16:56,Housing I.,"['PHP 50,000/ month', '/ month', '2016, 9th Avenue, Makati City, Metro Manila, 1634', 'Bedrooms:', '2', 'Area:', '68 m²', 'Bathrooms:', '1', 'Available from:', '27 Apr']"
"Condo For Sale in Pasig, Metro Manila",https://lifenavi.com/ph/properties/pasig/for-sale/condo/studio-unit-for-sale-in-pearl-place-ad-127-ln747346,"PHP 5,500,000","Ortigas Center, Pasig, Metro Manila",,27 m²,Studio,1,Available from 21 Feb,,01 Dec 16:56,Housing I.,"['PHP 5,500,000', 'Ortigas Center, Pasig, Metro Manila', 'Bedrooms:', 'Studio', 'Area:', '27 m²', 'Bathrooms:', '1', 'Available from:', '21 Feb']"
"House and Lot For Sale in Tagaytay City, Calabarzon",https://lifenavi.com/ph/properties/tagaytay-city/for-sale/house-and-lot/brand-new-4-bedroom-tagaytay-house-and-lot-for-sale-ad-126-ln237756,"PHP 15,000,000","Tagaytay City, Calabarzon",,200 m²,4,4,Available from 18 Oct,,01 Dec 16:56,Housing I.,"['PHP 15,000,000', 'Tagaytay City, Calabarzon', 'Bedrooms:', '4', 'Area:', '200 m²', 'Bathrooms:', '4', 'Available from:', '18 Oct']"
"Condo For Sale in 2016, 9th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-2-br-unit-for-sale-in-one-uptown-residences-ad-125-ln764156,"PHP 17,250,000","2016, 9th Avenue, Makati City, Metro Manila, 1634",,68 m²,2,2,Available from 18 Oct,,01 Dec 16:56,Housing I.,"['PHP 17,250,000', '2016, 9th Avenue, Makati City, Metro Manila, 1634', 'Bedrooms:', '2', 'Area:', '68 m²', 'Bathrooms:', '2', 'Available from:', '18 Oct']"
"Condo For Sale in 2016, 9th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-3br-in-one-uptown-residences-ad-124-ln895559,"PHP 40,000,000","2016, 9th Avenue, Makati City, Metro Manila, 1634",,143 m²,3,3,Available from 14 Nov,,01 Dec 16:56,Housing I.,"['PHP 40,000,000', '2016, 9th Avenue, Makati City, Metro Manila, 1634', 'Bedrooms:', '3', 'Area:', '143 m²', 'Bathrooms:', '3', 'Available from:', '14 Nov']"
"Condo For Rent in Connecticut, San Juan City",https://lifenavi.com/ph/properties/san-juan-city/for-rent/condo/fully-furnished-1-bedroom-condo-for-lease-in-san-juan-city-ad-123-ln723925,"PHP 75,000/ month","Connecticut, San Juan City, Metro Manila",,74 m²,1,1,Available from 27 Mar,,01 Dec 16:56,Housing I.,"['PHP 75,000/ month', '/ month', 'Connecticut, San Juan City, Metro Manila', 'Bedrooms:', '1', 'Area:', '74 m²', 'Bathrooms:', '1', 'Available from:', '27 Mar']"
"Condo For Rent in 4th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/3-bedroom-condo-unit-at-pacific-plaza-towers-ad-122-ln992960,"PHP 230,000/ month","4th Avenue, Makati City, Metro Manila",,305 m²,3,2,Available from 26 May,,01 Dec 16:56,Housing I.,"['PHP 230,000/ month', '/ month', '4th Avenue, Makati City, Metro Manila', 'Bedrooms:', '3', 'Area:', '305 m²', 'Bathrooms:', '2', 'Available from:', '26 May']"
"Condo For Sale in cor, 3rd Avenue, Taguig",https://lifenavi.com/ph/properties/taguig/for-sale/condo/fully-furnished-2-bedrooms-for-rent-in-the-suites-ad-121-ln481873,"PHP 62,000,000","cor, 3rd Avenue, Taguig, Metro Manila",,165 m²,2,3,Available from 25 May,,01 Dec 16:56,Housing I.,"['PHP 62,000,000', 'cor, 3rd Avenue, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '165 m²', 'Bathrooms:', '3', 'Available from:', '25 May']"
"Condo For Rent in 36th Street, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnished-1bedroom-w-balcony-for-rent-in-park-west-ad-120-ln512811,"PHP 28,000/ month","36th Street, Taguig, Metro Manila",,36 m²,1,1,Available from 29 Jul,,01 Dec 16:56,Housing I.,"['PHP 28,000/ month', '/ month', '36th Street, Taguig, Metro Manila', 'Bedrooms:', '1', 'Area:', '36 m²', 'Bathrooms:', '1', 'Available from:', '29 Jul']"
"Condo For Sale in 1, Burgos Circle, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/for-sale-1br-in-bellagio-three-taguig-ad-119-ln254153,"PHP 9,000,000","1, Burgos Circle, Makati City, Metro Manila, 1634",,42 m²,1,1,Available from 5 May,,01 Dec 16:56,Housing I.,"['PHP 9,000,000', '1, Burgos Circle, Makati City, Metro Manila, 1634', 'Bedrooms:', '1', 'Area:', '42 m²', 'Bathrooms:', '1', 'Available from:', '5 May']"
"Condo For Rent in 1630, C-5, Taguig",https://lifenavi.com/ph/properties/taguig/for-rent/condo/fully-furnisdhed-2-bedroom-unit-for-rent-in-taguig-ad-118-ln594965,"PHP 25,000/ month","1630, C-5, Northbound, Taguig, Metro Manila",,42 m²,2,1,Available from 4 Oct,,01 Dec 16:56,Housing I.,"['PHP 25,000/ month', '/ month', '1630, C-5, Northbound, Taguig, Metro Manila', 'Bedrooms:', '2', 'Area:', '42 m²', 'Bathrooms:', '1', 'Available from:', '4 Oct']"
"Condo For Sale in 6th Avenue, Makati City",https://lifenavi.com/ph/properties/makati-city/for-sale/condo/fully-furnished-2br-unit-for-sale-in-seibu-tower-bgc-ad-117-ln364645,"PHP 13,500,000","6th Avenue, Makati City, Metro Manila",,75 m²,2,2,Available from 5 Jun,,01 Dec 16:56,Housing I.,"['PHP 13,500,000', '6th Avenue, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '75 m²', 'Bathrooms:', '2', 'Available from:', '5 Jun']"
"Condo For Sale in Tandang Sora Avenue, Quezon City",https://lifenavi.com/ph/properties/quezon-city/for-sale/condo/for-sale-2br-condo-in-magnolia-place-ad-116-ln969586,"PHP 4,500,000","Tandang Sora Avenue, Quezon City, Metro Manila",,58.5 m²,2,1,Available from 11 Oct,,01 Dec 16:56,Housing I.,"['PHP 4,500,000', 'Tandang Sora Avenue, Quezon City, Metro Manila', 'Bedrooms:', '2', 'Area:', '58.5 m²', 'Bathrooms:', '1', 'Available from:', '11 Oct']"
"Condo For Rent in 1630, 26th Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/2-br-unit-for-rent-in-south-of-market-ad-115-ln340880,"PHP 55,000/ month","1630, 26th Street, Makati City, Metro Manila",,74.2 m²,2,2,Available from 17 Mar,,01 Dec 16:56,Housing I.,"['PHP 55,000/ month', '/ month', '1630, 26th Street, Makati City, Metro Manila', 'Bedrooms:', '2', 'Area:', '74.2 m²', 'Bathrooms:', '2', 'Available from:', '17 Mar']"
"Condo For Rent in 101, Dela Rosa Street, Makati City",https://lifenavi.com/ph/properties/makati-city/for-rent/condo/1-bedroom-condo-for-rent-in-makati-ad-114-ln172698,"PHP 26,000/ month","101, Dela Rosa Street, Legazpi Village, Makati City, Kalakhang Maynila",,28 m²,1,1,Available from 1 Oct,,01 Dec 16:56,Housing I.,"['PHP 26,000/ month', '/ month', '101, Dela Rosa Street, Legazpi Village, Makati City, Kalakhang Maynila', 'Bedrooms:', '1', 'Area:', '28 m²', 'Bathrooms:', '1', 'Available from:', '1 Oct']"
